text,intent
"We have three broker you sales packages for the 42nd St building. Can give me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
Must have a side-by-side comparison of investment these opportunities.,Intent_Sales_Listings_Comparison
"Show me what changed our between LOI and the final lease agreement. While we're at it, summarize what changed in the recent lease amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Need a complete abstract of the office lease focusing on term rent and details.,Intent_Lease_Abstraction
me organize Help all the transaction dates for the retail space deal in downtown.,Intent_Transaction_Date_navigator
"Compare available office spaces - rates and lease terms analysis. plus, verify if there are any red flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Require a side-by-side comparison of these investment opportunities. plus, research the landlord's company - any litigation or financial issues?",Intent_Sales_Listings_Comparison;Intent_Company_research
"What are the critical dates we need to monitor for the building office acquisition? While we're at it, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
differences between the proposed and executed lease terms. Identify,Intent_Comparison_LOI_Lease
Analyze the warehouse options for the lease most favorable conditions.,Intent_Lease_Listings_Comparison
"Identify differences between the proposed and executed lease terms. Furthermore, compare the amendment against the base lease to show differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Analyze different the sales packages for the commercial building. While we're at it, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Could you summarize the main provisions of the retail lease agreement. while we're at it, review if there are adequate tenant protections in this lease agreement.",Intent_Lease_Abstraction;Intent_Clause_Protect
Check if are adequate there tenant protections in this lease agreement.,Intent_Clause_Protect
Please summarize the main provisions of retail the lease agreement.,Intent_Lease_Abstraction
Research before the development firm we proceed with negotiations.,Intent_Company_research
agreement. Please summarize the main provisions of the retail lease,Intent_Lease_Abstraction
Show me the best spaces. lease terms among these available,Intent_Lease_Listings_Comparison
"Compare letter the negotiated lease with our original of intent. In addition, please highlight changes in the lease amendment focused on rent adjustments.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Need a timeline for all key dates in escrow, the property closing - inspections, and final walkthrough.",Intent_Transaction_Date_navigator
"Hey, i'm reviewing the lease on the 3rd avenue property. can you verify if there are red any flags—like missing indemnity clauses or unfavorable assignment terms?",Intent_Clause_Protect
Need due diligence tenant's on the corporate background and stability.,Intent_Company_research
Check if about there are any red flags this real estate company.,Intent_Company_research
Compare amendment the against the base lease to show differences.,Intent_Amendment_Abstraction
"We have three broker sales packages for the 42nd St building. Can you me give a side-by-side summary of pricing, cap rate, and avg. PSF? Besides that, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Display me what changed between our loi and the final lease agreement. also, compare the amendment against the base lease to display differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"What are the critical dates we need to monitor for the office building acquisition? Moreover, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Require a side-by-side comparison of these investment opportunities. additionally, investigate the property management company's track record.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Please summarize the main provisions of the retail lease agreement. Additionally, please flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Compare available office spaces rates - and lease terms analysis. Plus, research the landlord's company - any litigation or financial issues?",Intent_Lease_Listings_Comparison;Intent_Company_research
Verify if are adequate tenant there protections in this lease agreement.,Intent_Clause_Protect
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? Also, check if there are any red flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
Check if there are red any flags about this real estate company.,Intent_Company_research
Extract new terms from Amendment #2 to the the original agreement.,Intent_Amendment_Abstraction
"Kindly extract all deadline dates from the purchase agreement - we require to track every step. besides that, i'm concerned about the penalty clauses in section 7 - kindly review.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
